                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
98,1.3417,1.8444,1.4572,0.41862,0.29373,0.28676,0.18307,1.4167,1.8817,1.5049,0.0036404,0.0036404,0.0036404
99,1.3377,1.8469,1.4588,0.42284,0.29299,0.28742,0.18361,1.4163,1.8805,1.5045,0.0035748,0.0035748,0.0035748
100,1.3381,1.8445,1.4535,0.421,0.2938,0.28749,0.18356,1.4156,1.8793,1.5037,0.0035093,0.0035093,0.0035093
101,1.3346,1.842,1.4568,0.41813,0.29543,0.28789,0.18383,1.4157,1.8788,1.5034,0.0034437,0.0034437,0.0034437
102,1.3427,1.8393,1.4561,0.41602,0.29703,0.28853,0.1842,1.4156,1.8776,1.5031,0.0033781,0.0033781,0.0033781
103,1.3351,1.8283,1.4515,0.41526,0.29832,0.28882,0.18439,1.4153,1.8764,1.5027,0.0033126,0.0033126,0.0033126
104,1.3394,1.8242,1.454,0.41545,0.29965,0.2894,0.18474,1.4146,1.8753,1.502,0.003247,0.003247,0.003247
105,1.3299,1.8171,1.4481,0.41538,0.29972,0.28962,0.18491,1.4144,1.8743,1.5015,0.0031815,0.0031815,0.0031815
106,1.3247,1.8061,1.4457,0.41618,0.29961,0.28992,0.18515,1.4142,1.8736,1.5012,0.0031159,0.0031159,0.0031159
107,1.3226,1.8017,1.4435,0.41805,0.29863,0.29053,0.18562,1.4139,1.8724,1.5007,0.0030503,0.0030503,0.0030503
108,1.3222,1.7889,1.4384,0.41152,0.30297,0.29135,0.186,1.4137,1.8716,1.5004,0.0029848,0.0029848,0.0029848
109,1.3231,1.7901,1.4366,0.41487,0.3019,0.29165,0.1861,1.4138,1.871,1.5002,0.0029192,0.0029192,0.0029192
110,1.3226,1.7874,1.4442,0.41472,0.30294,0.29182,0.18632,1.4137,1.8702,1.4999,0.0028536,0.0028536,0.0028536
111,1.3176,1.7812,1.4366,0.41364,0.30447,0.29267,0.18683,1.4137,1.8698,1.4997,0.0027881,0.0027881,0.0027881
112,1.3203,1.7695,1.4325,0.41538,0.30381,0.29297,0.18694,1.4135,1.8692,1.4994,0.0027225,0.0027225,0.0027225
113,1.3132,1.764,1.4319,0.41476,0.30478,0.29329,0.18711,1.4134,1.8682,1.4989,0.002657,0.002657,0.002657
114,1.3183,1.7759,1.433,0.41694,0.3046,0.29365,0.18744,1.4134,1.8675,1.4987,0.0025914,0.0025914,0.0025914
115,1.3063,1.7533,1.4286,0.41697,0.30485,0.29399,0.18768,1.4131,1.8669,1.4984,0.0025258,0.0025258,0.0025258
116,1.3063,1.7622,1.43,0.41804,0.30472,0.29429,0.18779,1.4129,1.8662,1.4979,0.0024603,0.0024603,0.0024603
117,1.3081,1.7466,1.4293,0.4173,0.30518,0.29459,0.18798,1.4127,1.8656,1.4976,0.0023947,0.0023947,0.0023947
118,1.3049,1.7431,1.4291,0.41912,0.30626,0.29505,0.18828,1.4125,1.8648,1.4974,0.0023291,0.0023291,0.0023291
119,1.3079,1.7343,1.4262,0.42006,0.30573,0.29518,0.18842,1.4123,1.8643,1.4972,0.0022636,0.0022636,0.0022636
120,1.3052,1.7387,1.428,0.42084,0.30527,0.2955,0.18859,1.4121,1.8637,1.4969,0.002198,0.002198,0.002198
121,1.3013,1.7428,1.4233,0.42131,0.30548,0.29582,0.18867,1.4118,1.863,1.4966,0.0021325,0.0021325,0.0021325
