                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     98,                 1.6367,                 2.4048,                 1.6646,                0.28931,                0.19469,                0.15881,                 0.0869,                 1.7365,                 2.4771,                 1.8006,              0.0036404,              0.0036404,              0.0036404
                     99,                 1.6377,                 2.4036,                 1.6679,                0.28791,                0.19482,                0.15891,                0.08699,                 1.7363,                 2.4766,                 1.8003,              0.0035748,              0.0035748,              0.0035748
                    100,                 1.6309,                 2.3934,                 1.6567,                0.28805,                0.19629,                0.15923,                0.08723,                 1.7356,                 2.4755,                 1.7998,              0.0035093,              0.0035093,              0.0035093
                    101,                 1.6335,                  2.401,                 1.6648,                0.28728,                 0.1964,                0.15935,                0.08737,                 1.7353,                 2.4741,                 1.7992,              0.0034437,              0.0034437,              0.0034437
                    102,                 1.6414,                 2.4031,                 1.6635,                0.28704,                0.19666,                0.15946,                0.08744,                  1.735,                 2.4731,                 1.7985,              0.0033781,              0.0033781,              0.0033781
                    103,                 1.6319,                 2.3817,                 1.6605,                0.28782,                0.19721,                0.16012,                 0.0876,                 1.7347,                 2.4722,                 1.7982,              0.0033126,              0.0033126,              0.0033126
                    104,                 1.6439,                 2.3849,                 1.6644,                0.28618,                 0.1971,                0.16033,                0.08785,                 1.7342,                 2.4713,                 1.7978,               0.003247,               0.003247,               0.003247
                    105,                 1.6317,                 2.3853,                 1.6586,                0.28826,                0.19799,                0.16023,                0.08788,                 1.7338,                 2.4711,                 1.7972,              0.0031815,              0.0031815,              0.0031815
                    106,                 1.6297,                 2.3791,                 1.6585,                0.28839,                0.19817,                0.16046,                 0.0881,                 1.7335,                 2.4707,                 1.7969,              0.0031159,              0.0031159,              0.0031159
                    107,                 1.6259,                 2.3733,                 1.6529,                0.28969,                0.19772,                0.16067,                 0.0882,                 1.7332,                 2.4692,                 1.7965,              0.0030503,              0.0030503,              0.0030503
                    108,                 1.6281,                 2.3567,                 1.6537,                0.28839,                0.19879,                0.16099,                0.08832,                 1.7331,                 2.4687,                 1.7961,              0.0029848,              0.0029848,              0.0029848
                    109,                 1.6258,                 2.3636,                 1.6496,                0.28811,                0.19868,                 0.1611,                0.08835,                 1.7332,                  2.468,                  1.796,              0.0029192,              0.0029192,              0.0029192
                    110,                 1.6262,                 2.3583,                 1.6551,                0.28932,                0.19804,                0.16136,                0.08844,                 1.7328,                 2.4675,                 1.7956,              0.0028536,              0.0028536,              0.0028536
                    111,                 1.6203,                  2.358,                 1.6499,                 0.2888,                0.19773,                0.16149,                0.08854,                 1.7326,                  2.467,                 1.7953,              0.0027881,              0.0027881,              0.0027881
                    112,                 1.6265,                 2.3419,                 1.6478,                0.29153,                 0.1979,                0.16166,                0.08864,                 1.7323,                  2.466,                 1.7948,              0.0027225,              0.0027225,              0.0027225
                    113,                 1.6186,                 2.3472,                  1.646,                0.29179,                0.19809,                 0.1619,                0.08867,                  1.732,                 2.4657,                 1.7946,               0.002657,               0.002657,               0.002657
                    114,                 1.6209,                 2.3519,                 1.6471,                0.29101,                0.19787,                0.16193,                 0.0887,                 1.7318,                 2.4645,                 1.7943,              0.0025914,              0.0025914,              0.0025914
                    115,                 1.6156,                 2.3298,                 1.6463,                 0.2921,                0.19754,                0.16238,                0.08897,                 1.7317,                 2.4631,                 1.7942,              0.0025258,              0.0025258,              0.0025258
                    116,                 1.6151,                 2.3383,                 1.6458,                0.29365,                0.19721,                0.16265,                0.08911,                 1.7314,                 2.4627,                 1.7942,              0.0024603,              0.0024603,              0.0024603
                    117,                 1.6191,                 2.3279,                  1.647,                0.29353,                0.19719,                0.16277,                0.08927,                 1.7312,                 2.4617,                 1.7939,              0.0023947,              0.0023947,              0.0023947
                    118,                 1.6176,                 2.3263,                 1.6453,                0.29339,                0.19757,                0.16304,                0.08942,                 1.7309,                 2.4611,                 1.7939,              0.0023291,              0.0023291,              0.0023291
                    119,                 1.6126,                 2.3176,                 1.6406,                0.29253,                0.19745,                0.16317,                 0.0895,                 1.7307,                  2.461,                 1.7937,              0.0022636,              0.0022636,              0.0022636
                    120,                 1.6153,                 2.3267,                 1.6437,                 0.2915,                0.19827,                 0.1634,                0.08966,                 1.7307,                 2.4601,                 1.7934,               0.002198,               0.002198,               0.002198
                    121,                 1.6124,                 2.3293,                 1.6401,                0.29272,                0.19787,                0.16328,                0.08964,                 1.7305,                 2.4596,                 1.7932,              0.0021325,              0.0021325,              0.0021325
                    122,                 1.6095,                 2.3136,                 1.6397,                0.29275,                0.19732,                0.16343,                0.08968,                 1.7308,                 2.4587,                  1.793,              0.0020669,              0.0020669,              0.0020669
                    123,                 1.6081,                 2.3119,                  1.643,                0.29132,                0.19819,                0.16358,                0.08974,                 1.7306,                 2.4585,                 1.7929,              0.0020013,              0.0020013,              0.0020013
                    124,                 1.6144,                 2.3149,                 1.6419,                0.29094,                0.19825,                 0.1634,                0.08975,                 1.7308,                 2.4578,                 1.7929,              0.0019358,              0.0019358,              0.0019358
                    125,                 1.6148,                 2.3134,                 1.6387,                0.28985,                 0.1991,                0.16351,                0.08977,                 1.7307,                 2.4577,                 1.7926,              0.0018702,              0.0018702,              0.0018702
                    126,                 1.6043,                 2.3012,                 1.6341,                0.29093,                0.19884,                0.16356,                0.08976,                 1.7307,                 2.4567,                 1.7924,              0.0018046,              0.0018046,              0.0018046
                    127,                 1.6073,                 2.3054,                  1.638,                0.29006,                0.19946,                0.16371,                0.08979,                 1.7306,                 2.4563,                 1.7923,              0.0017391,              0.0017391,              0.0017391
                    128,                 1.6089,                  2.303,                 1.6409,                0.28843,                0.19967,                0.16365,                0.08988,                 1.7306,                 2.4564,                 1.7921,              0.0016735,              0.0016735,              0.0016735
                    129,                  1.601,                 2.2956,                 1.6344,                0.28798,                0.19981,                0.16379,                0.08994,                 1.7306,                 2.4557,                  1.792,              0.0016079,              0.0016079,              0.0016079
                    130,                 1.6095,                 2.2971,                 1.6383,                0.27374,                0.20053,                 0.1639,                0.09009,                 1.7304,                 2.4557,                 1.7919,              0.0015424,              0.0015424,              0.0015424
                    131,                   1.61,                 2.2843,                 1.6329,                0.27605,                 0.1998,                0.16417,                0.09019,                 1.7303,                 2.4553,                 1.7916,              0.0014768,              0.0014768,              0.0014768
                    132,                 1.6022,                 2.2902,                  1.638,                0.27657,                0.20008,                 0.1643,                0.09034,                 1.7303,                 2.4551,                 1.7914,              0.0014113,              0.0014113,              0.0014113
